model1,,,,
0.44652129354699999,0.419542755203,0.330332231024,0.92548059084800005,0.92548059084800005
0.32864959370200003,0.32661555680900001,0.9255832301289999,0.9255832301289999,0.9255832301289999
0.92596662194800006,0.92596662194800006,0.35120525105300004,0.31834043188400002,0.92596662194800006
0.44604908615,0.92583515457599996,0.47266994043899996,0.333353731263,
,,,,
,,,,
,,,,
,,,,
,,,,
model2,,,,
0.92548059084800005,0.92548059084800005,0.92548059084800005,0.32011460828400001,0.37941739146300002
0.33741185340899998,0.9255832301289999,0.33031430101199999,0.9255832301289999,0.9255832301289999
0.34317547745399996,0.92596662194800006,0.418739879915,0.92596662194800006,0.35695259526100004
0.92583515457599996,0.68351625554199991,0.33095359064199997,0.92583515457599996,
,,,,
,,,,
,,,,
,,,,
,,,,
model3,,,,
0.92548059084800005,0.31270636713599997,0.48994939304700003,0.92548059084800005,0.92548059084800005
0.34819418168000005,0.31822869391499997,0.9255832301289999,0.9255832301289999,0.32888797351400001
0.37476721282600001,0.92596662194800006,0.310247576425,0.47637763643799996,0.92596662194800006
0.436793793406,0.92583515457599996,0.330923481543,0.92583515457599996,
,,,,
,,,,
,,,,
,,,,
,,,,
model4,,,,
0.92548059084800005,0.34511402121600004,0.92548059084800005,0.92548059084800005,0.386018574216
0.9255832301289999,0.9255832301289999,0.37379313620399995,0.31834001378800003,0.31214548100299999
0.32831241504100001,0.37702406846600006,0.30858731740200002,0.92596662194800006,0.92596662194800006
0.92583515457599996,0.431609054045,0.92583515457599996,0.50386019700200002,
,,,,
,,,,
,,,,
,,,,
,,,,
model5,,,,
0.92548059084800005,0.92548059084800005,0.92548059084800005,0.92548059084800005,0.41556663147399997
0.9255832301289999,0.9255832301289999,0.9255832301289999,0.9255832301289999,0.9255832301289999
0.92596662194800006,0.92596662194800006,0.5799476335399999,0.36924552495399998,0.92596662194800006
0.92583515457599996,0.34571065163000003,0.92583515457599996,0.41636026952100003,
,,,,
,,,,
,,,,
,,,,
,,,,
model6,,,,
0.439451576944,0.38613382261200002,0.92548059084800005,0.92548059084800005,0.92548059084800005
0.9255832301289999,0.31893398259299999,0.9255832301289999,0.9255832301289999,0.35104813136899998
0.31264096524500001,0.92596662194800006,0.49382684583199998,0.33133844978400001,0.92596662194800006
0.92583515457599996,0.92583515457599996,0.92583515457599996,0.92583515457599996,
,,,,
,,,,
,,,,
,,,,
,,,,
