model1,,,,
0.4765375953,0.3996490461,0.3591401731,0.4056193757,0.9254811437
0.9255837587,0.9255837587,0.6788942705,0.3584421752,0.3418294928
0.9259671827,0.3888599124,0.9259671827,0.5318900749,0.9259671827
0.3828097517,0.9258357088,0.9258357088,0.9258357088,
,,,,
,,,,
,,,,
,,,,
,,,,
model2,,,,
0.5309659099,0.4076442159,0.4185638868,0.4152235297,0.3991167626
0.3534909599,0.582974248,0.4207183732,0.9255837587,0.9255837587
0.9259671827,0.9259671827,0.9259671827,0.9259671827,0.9259671827
0.9258357088,0.4216273437,0.9258357088,0.3602915036,
,,,,
,,,,
,,,,
,,,,
,,,,
model3,,,,
0.9254811437,0.9254811437,0.9254811437,0.9254811437,0.9254811437
0.4292328875,0.6451561095,0.5470116228,0.3806995344,0.4461693805
0.343621346,0.4021508182,0.5661068848,0.425184132,0.9259671827
0.3603979514,0.9258357088,0.3562297205,0.3354270223,
,,,,
,,,,
,,,,
,,,,
,,,,
model4,,,,
0.9254811437,0.9254811437,0.9254811437,0.4894349571,0.9254811437
0.4911280977,0.9255837587,0.9255837587,0.9255837587,0.4335121074
0.3244791576,0.9259671827,0.9259671827,0.9259671827,0.3838079663
0.9258357088,0.9258357088,0.9258357088,0.9258357088,
,,,,
,,,,
,,,,
,,,,
,,,,
model5,,,,
0.9254811437,0.9254811437,0.9254811437,0.9254811437,0.9254811437
0.9255837587,0.9255837587,0.3851246654,0.9255837587,0.9255837587
0.9259671827,0.3574758938,0.9259671827,0.9259671827,0.9259671827
0.4503485809,0.9258357088,0.9258357088,0.9258357088,
