model1,,,,
0.9254714065,0.9254714065,0.3245471739,0.3306238073,0.3921979699
0.9255738592,0.3379093388,0.3601486876,0.3466214923,0.3836758262
0.3960506262,0.9259574303,0.323249928,0.356646854,0.9259574303
0.3582932586,0.3478935833,0.446813253,0.3481415391,
,,,,
0.9254714065,0.9254714065,0.3495729367,0.3467413947,0.3622391948
0.9255738592,0.3746931389,0.351177057,0.3538181034,0.3476167014
0.3457045487,0.9259574303,0.3503689454,0.3761619834,0.9259574303
0.3422722346,0.3678456353,0.345112062,0.3567550008,
model2,,,,
0.3629411018,0.9254714065,0.9254714065,0.9254714065,0.4079125976
0.9255738592,0.3180807053,0.9255738592,0.3266519995,0.9255738592
0.9259574303,0.9259574303,0.3175950123,0.36547576,0.9259574303
0.9258257165,0.3344479461,0.9258257165,0.3444065298,
,,,,
0.3879583164,0.9254714065,0.9254714065,0.9254714065,0.3441582851
0.9255738592,0.3307114255,0.9255738592,0.3523040958,0.9255738592
0.9259574303,0.9259574303,0.3417084522,0.3667272283,0.9259574303
0.9258257165,0.3374552103,0.9258257165,0.3637103159,
model3,,,,
0.4588957083,0.9254714065,0.9254714065,0.4149598381,0.9254714065
0.3233270153,0.3825492362,0.9255738592,0.3221160494,0.3484028794
0.3570467285,0.4315012328,0.3420066124,0.3180500828,0.3723865174
0.3323632753,0.4327890184,0.9258257165,0.3221446355,
,,,,
0.3659234669,0.9254714065,0.9254714065,0.3530362036,0.9254714065
0.3295921984,0.3431399804,0.9255738592,0.3398344013,0.3533067475
0.3454374102,0.3429779995,0.3373890003,0.3432685003,0.3623811114
0.3675363554,0.3409491343,0.9258257165,0.3410764164,
model4,,,,
0.3386563542,0.9254714065,0.3386231321,0.3185249984,0.9254714065
0.3662411751,0.9255738592,0.337895576,0.376506425,0.9255738592
0.3140754681,0.3493387289,0.9259574303,0.3539682229,0.9259574303
0.315777294,0.3721088141,0.9258257165,0.3398077948,
,,,,
0.3898699782,0.9254714065,0.3477117781,0.3403132238,0.9254714065
0.3350048377,0.9255738592,0.3437029903,0.3439439188,0.9255738592
0.3509900222,0.3523618865,0.9259574303,0.3462506947,0.9259574303
0.3507263014,0.3483561757,0.9258257165,0.3485738809,
model5,,,,
0.4502467844,0.3952768114,0.3663696116,0.4209609452,0.9254714065
0.9255738592,0.9255738592,0.3734418301,0.3890252292,0.3181951834
0.9259574303,0.9259574303,0.3152871611,0.3150347585,0.9259574303
0.3704726883,0.9258257165,0.4301500846,0.9258257165,
,,,,
0.3464663704,0.3322683817,0.3427151041,0.3441206433,0.9254714065
0.9255738592,0.9255738592,0.3376752316,0.348157534,0.3439390171
0.9259574303,0.9259574303,0.3447696909,0.3419993688,0.9259574303
0.3413229702,0.9258257165,0.3415542776,0.9258257165,
model6,,,,
0.3410216255,0.9254714065,0.3758367505,0.3310014234,0.4259115876
0.3974046304,0.3131199797,0.3192175606,0.3561881391,0.3183631282
0.9259574303,0.3156732488,0.32459493,0.4416224412,0.9259574303
0.4897932717,0.3219461245,0.3273544253,0.9258257165,
,,,,
0.3330790362,0.9254714065,0.346285293,0.3436337179,0.3411981495
0.3603151861,0.3224586527,0.3445965486,0.3427157248,0.3395315592
0.9259574303,0.3539701824,0.3463103487,0.3429338405,0.9259574303
0.3227211454,0.3342962915,0.3529742129,0.9258257165,
